rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,url_immoscout,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher
3.5,115.0,2715,2375,3007,Zieglerstrasse 30,Bern,0,Zu vermieten per 1. August 2022 oder nach Vereinbarung sehr zentral gelegene 115 m2-Loft-Wohnung mit zwei Terrassen à 85 m2 und 45 m2 mit Blick auf den Gurten. Die Bushaltestelle befindet sich in unmittelbarer Nähe des Hauses. Das Tram ist in Fussdistanz (250m) zu erreichen.Eigene Waschmaschine und Tumbler vorhanden. Die ganze Wohnung wird noch neu gestrichen.Zur Wohnung gehören Lagerräumlichkeiten (ca. 40 m2) auf gleicher Etage dazu.Sehr grosse hohe RäumeGrosse Fensterfronten in allen ZimmernCheminéeKüche mit Glaskeramikherd grosser Kühlschrank Geschirrspüler MikrowelleBöden; Wohnbereich: Parkett und Laminat.Küche und Bad: PlattenEigene Waschmaschine und Tumbler auf gleichem StockwerkGrosser Estrich,https://www.immoscout24.ch/de/d/loft-mieten-bern/1572961,True,False,True,False,False,False,False,True,True
4.5,110.0,2050,1800,2504,Mettlenweg 25,Biel/Bienne,2021,WohnobjektHelle / grossflächige RäumlichkeitenHochwertiges Bodenmaterial aus Parkett und PlattenOffene Küche mit Geschirrspüler Backofen Mikrowelle und Kühlschrank + integriertem Tiefkühlschrank(3 Schubladen)Badezimmer mit DuschePrivater WaschturmWintergartenGrosszügige Garderobe mit EinbauschränkenKellerabteilInformationen zum MietverhältnisAntritt per sofort oder nach VereinbarungPauschale Heiz- und Nebenkosten (Keine Abrechnung)Liegenschaft / StandortNeubau 2021Parkplatzmöglichkeiten vorhandenKein AufzugHaustiere erlaubt (Zusatzvereinbarung)Öffentlicher Verkehr + Einkaufsmöglichkeiten wenige Gehminuten entferntWünschen Sie einen Besichtigungstermin?Gerne vereinbaren wir mit Ihnen schriftlich oder telefonisch einen Termin.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7108357,True,True,False,True,False,False,True,True,True
3.5,82.0,1780,1500,3626,Höheweg 19,Hünibach,2021,No information,https://www.immoscout24.ch/de/d/wohnung-mieten-huenibach/7106668,True,False,False,False,False,False,False,False,True
5.5,129.0,2700,2400,3032,Kappelenring 32D,Hinterkappelen,2022,Die Wohnung wurde komplett neu saniert.Verfügt über 3 abgeschlossene Schlafzimmerzimmer sowie ein zusätzliches (offenes) Zimmer.Waschturm in der Wohnung vorhanden. Dusche/Badwanne und WC sowie separates WC.Ein Autoeinstellhallenplatz (CHF 90.00 pro Monat) kann gemietet werden.,https://www.immoscout24.ch/de/d/wohnung-mieten-hinterkappelen/7108284,True,False,True,False,False,False,False,True,True
4.0,100.0,1365,1195,2504,Mühlestrasse 61,Biel/Bienne,0,Wir vermieten per 1. Juli 2022 oder nach Vereinbarung eine neu renovierte  4 Zimmer Wohnung im 7. Stock.Zimmer mit LaminatbödenKüche mit Glaskeramik und GeschirrspülerBadezimmer mit Badewanne WC seperatWaschmaschine und Tumbler im Badezimmergrosser Balkon Richtung WestenÖV Busse und Station Mett in unmittelbarer NäheEinkaufsmöglichkeiten Coop und Voi in der NäheParkplatz in Blauer Zone oder es kann ein Einstellhallenplatz dazu gemietet werden.Hundehaltung ist nicht gestattetGerne zeigen wir Ihnen die Wohnung rufen Sie uns an für eine unverbindliche Besichtigung.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7108289,True,False,True,True,False,False,False,True,True
4.5,177.0,2350,2100,4704,No information,Niederbipp,2022,Wir wünschen KEINE Makler- bzw. Vermittleranfragen! Besten Dank für Ihr Verständnis.2 Aussenparkplätze im Mietpreis inbegriffen.4 ½ Zimmer Wohnung in Niederbipp zu vermieten.Wir vermieten per sofort oder nach Vereinbarung eine attraktive 4 ½ Zimmer-Wohnung. Die Wohnung wird zurzeit renoviert. Die Wohnung wäre sofort verfügbar nachdem die Renovationsarbeiten fertiggestellt worden sind.Diese neuwertige grosszügige moderne 4 ½ Zimmer-Wohnung mit ca. 177 m2 und mit zwei gut besonnten und herrlichen Terrassen zum Verweilen bietet Spass für jeden und für die Familie.Wohnung:3 SchlafzimmernBadezimmer mit WC / Dusche / Whirlpool2. Badezimmer mit WCGeräumiger Ess-und Wohnbereich mit Küchesind perfekt geeignet für Paare oder Familien mit Kindern.Die Wohnung ist perfekt geeignet für Paare oder Familien mit Kindern.Inklusive im Mietpreis ist ein eigener Kellerraum. Eine eigene Waschmaschine und Tumbler sind im Wäscheraum ebenfalls vorhanden. Zusätzlich sind 2 Aussenparkplätze im Mietpreis inbegriffen.Aufstellung der Kosten:Miete: CHF 2'200.00Nebenkosten akonto: CHF 250.00Bruttomiete: CHF 2'450.00(Haustiere sind nicht erlaubt)Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme. Besichtigungen sind nur auf Anmeldung möglich.,https://www.immoscout24.ch/de/d/wohnung-mieten-niederbipp/6915727,True,True,False,True,False,False,False,True,True
3.5,67.0,1190,990,2504,Südstrasse 36,Biel/Bienne,1998,Hoch hinaus in der Überbauung Jurintra. Nach Vereinbarung vermieten wir direkt am im Herzen der Überbauung gelegen diese helle Wohnung.Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkonLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.**********************************************Dans les hauteurs du lotissement Jurintra. Nous louons par arrangement cet appartement lumineux situé au centre de la jurintra.Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalconAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7070879,True,False,True,False,False,False,False,False,False
3.0,63.0,1150,950,2504,Südstrasse 36,Biel/Bienne,1998,Was für eine tolle Liegenschaft! Im spannenden Jurintra mit viel Charme bieten wir Ihnen diese helle Wohnung mit folgendem top Ausbaustandard an:Parkettboden im Wohn-/Esszimmer Schlafzimmer und KorridorPlattenboden in Küche und Badezimmermoderne Küche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkonKellerabteil inklusiveLiftEin Einstellplatz kann bei Bedarf in der Tiefgarage für CHF 115 . pro Monat dazu gemietet werden.Hier hat es alles was es zum Leben braucht:top Lage ruhig und doch nahe der Stadtdiverse Einkaufsmöglichkeiten wie Coop MigrosSpazierwege und Spielplätze für jedes Altercharmantes BistroGrundschule und Kindergarten in der NäheApothekeBushaltestelle vor der HaustüreSind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.*****Quel bien-fonds! Dans la Jurintra captivante avec beaucoup de charme nous vous offrons ce clair appartement avec le standard suivant:parquet dans tous les chambrescarrelage dans la cuisine et la salle de bainscuisine moderne avec lave-vaisselle intégré et des plaques de cuisson en vitro céramiquesalle de bains avec baignoiregrand balconcaveascenseurUne place de parking souterrain coûte CHF 115. par mois.Ici il y a tous quon a besoin pour vivre:à situation très bien calme et près de la villeil y a des chemins et des aires de jeux pour tous les âgesdiverse possibilités des achats comme la Coop la Migrosun bistrot charmantles écoles élémentaires et lécole maternelle à proximitéla pharmacie à la porteUne visite simpose contactez-nous!Nous vous donnons plus d'informations.Les photos sont photos de motif. Veuillez tenir compte de plan d'ensemble s.v.p.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7070878,True,False,True,False,False,False,False,False,False
3.0,62.0,1170,970,2504,Südstrasse 38-46,Biel/Bienne,1998,In der grünen Oase im Zentrum von Biel-Mett vermieten wir nach Vereinbarung diese Wohnung welche mit folgender Ausstattung überzeugt:Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkonLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.************************Dans l'oasis de vert au centre de Mâche nous louons cet appartement sur rendez-vous qui vous convaincra avec l'équipement suivant :Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalconAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6923731,True,False,True,False,False,False,False,False,False
3.5,67.0,1220,990,2504,Schollstrasse 19,Biel/Bienne,1998,Nach Vereinbarung vermieten wir direkt am Waldrand gelegen diese helle Wohnung.Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkon mit toller WeitsichtLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.*************************************Nous louons par arrangement cet appartement lumineux situé directement à la bordure de la forêt.Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalcon avec une vue imprenableAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6796676,True,False,True,False,False,False,False,False,False
3.0,62.0,1130,930,2504,Schollstr. 3-13,Biel/Bienne,1998,In der grünen Oase im Zentrum von Biel-Mett vermieten wir nach Vereinbarung diese Wohnung welche mit folgender Ausstattung überzeugt:Parkettboden in allen Zimmern Plattenboden in Küche und BadezimmerKüche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit BadewanneBalkonLift oder sportliche Betätigung beim TreppensteigenKellerabteilHaben Sie ein Auto? Dieses findet für CHF 115.- pro Monat in der Einstellhalle einen Unterschlupf.Ruhig und Grün und trotzdem in wenigen Minuten in der Stadt? Diesen Wunsch können wir erfüllen. Die beiden in der Überbauung wohnhaften Hauswarte sorgen für die nötige Pflege der Liegenschaft. In 5 min zu Fuss von hier erreichen Sie ein Coop Migros das Bistro-Mett Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.***************************************************Dans l'oasis de vert au centre de Mâche nous louons cet appartement sur rendez-vous qui vous convaincra avec l'équipement suivant :Parquet dans toutes les pièces carrelage dans la cuisine et la salle de bains.Cuisine avec lave-vaisselle et cuisinière en vitrocéramiqueSalle de bain avec baignoireBalconAscenseur ou activité sportive lors de la montée des escalierscompartiment de caveVous avez une voiture ? Elle peut être garée dans le garage pour 115.- CHF par mois.Calme et vert et pourtant à quelques minutes de la ville ? Nous pouvons réaliser ce souhait. Les deux concierges qui vivent dans le complexe s'occupent de l'entretien nécessaire de la résidence. En 5 minutes à pied vous pouvez atteindre une Coop Migros le Bistro-Mett une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également à 5 minutes l'arrêt de bus est devant la maison.Êtes-vous intéressé ? Nous sommes impatients d'avoir de vos nouvelles.Les photos sont des exemples de photos qui illustrent la norme de développement. La disposition exacte des pièces peut être vue dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6747083,True,False,True,False,False,False,False,False,False
2.5,61.0,1115,935,2504,Südstrasse 38-46,Biel/Bienne,1998,Was für eine tolle Liegenschaft! Im spannenden Jurintra mit viel Charme bieten wir Ihnen diese helle Wohnung an der Südstrasse 40 mit folgendem Ausbaustandard an:Parkettboden in allen Zimmern Plattenboden in Küche und Badezimmermoderne Küche mit Geschirrspülmaschine und GlaskeramikherdBadezimmer mit Badewannemit BalkonKellerabteil inklusiveLiftEin Einstellplatz kann bei Bedarf in der Tiefgarage für CHF 115 . pro Monat dazu gemietet werden.Hier hat es alles was es zum Leben braucht an top Lage ruhig und doch nahe der Stadt. Die Häuser sind eingebettet im Grünen die Umgebung wird von den beiden Hauswarten sehr gepflegt es hat diverse Spazierwege und Spielplätze für Kinder verschiedenen Alters. Nur 5 min zu Fuss von hier befindet sich Coop wie auch Migros ein Bistro Grundschule Kindergarten und Apotheke. Der Bahnhof Biel-Mett ist in ebenfalls 5 min zu erreichen die Bushaltestelle ist vor der Haustüre. Der Wald ist direkt hinter der Liegenschaft und bietet noch mehr Erholung.Sind Sie interessiert? Wir freuen uns sehr über Ihre Kontaktaufnahme.Bei den Fotos handelt es sich um Musterfotos welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.*****Quelle belle résidence ! Dans l'excitant Jurintra avec beaucoup de charme nous vous offrons cet appartement lumineux à la Rue Sud 40 avec le standard suivant :Parquet dans toutes les pièces parquet dans la cuisine et la salle de bains (à poser)cuisine moderne avec lave-vaisselle et cuisinière vitrocéramiqueSalle de bain avec baignoireavec balconCompartiment cave inclusélévateurSur demande une place de parking peut être louée dans le garage souterrain au prix de CHF 115.- par mois.Vous y trouverez tout ce dont vous avez besoin pour vivre dans un endroit de choix calme et pourtant proche de la ville. Les maisons sont encastrées dans la verdure les alentours sont très bien entretenus par les deux concierges il y a différents chemins de promenade et aires de jeux pour les enfants d'âges différents. A seulement 5 minutes à pied se trouve Coop ainsi que Migros un bistro une école primaire un jardin d'enfants et une pharmacie. La gare de Biel-Mett est également accessible en 5 minutes l'arrêt de bus se trouve devant la porte d'entrée. La forêt se trouve directement derrière la résidence et offre encore plus de détente.Vous êtes intéressé ? Nous nous réjouissons de votre prise de contact.Les photos sont des exemples de photos qui illustrent le niveau de construction. Vous pouvez voir l'agencement exact de la pièce dans le plan d'étage ci-joint.,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6688641,True,False,True,False,False,False,False,False,False
2.5,54.0,2225,2045,3011,Gerberngasse 13,Bern,2015,Die Liegenschaft aus der Erstellungszeit um 1866 wurde 2015 stilgerecht und total saniert. Eine elegante Wohnung mit Kombination aus modernem Komfort und historischen Elementen.Die Wohnung bietet folgende Vorzüge:Lichtdurchflutete wohlproportionierte WohnräumeLangriemenarkett EicheElegante KücheModernes Bad mit Dusche (ohne Badewanne)Eigene Waschmaschine / TumblerDachterrasse 14 m2Sehr zentral und ruhigEin paar Fussminuten von der Aare entferntEstrich vorhandenKein Lift und kein BalkonHaben wir Ihr Interesse geweckt? Rufen Sie uns an wir freuen uns über Ihre Kontaktaufnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6943879,False,False,False,False,False,False,False,True,True
4.0,80.0,1250,1050,3183,Ueberstorfstrasse 4,Albligen,2019,Es können auch noch bei Bedarf zwei Garagen  gemietet werdenFr. 100.--/je Garage. Es handelt sich um die mittlere Wohnungrechts mit einer sehr schönen  Aussicht.Gerne erwarte ich Ihre Kontaktnahme.,https://www.immoscout24.ch/de/d/wohnung-mieten-albligen/7107723,True,False,False,False,False,False,False,False,True
3.5,89.0,2500,2200,3005,Florastrasse 5,Bern,0,An zentraler und sehr ruhiger Wohnlage vermietenwir eine exklusive 3.5-Zimmer Altbau-Wohnung.Dieses Schmuckstück überzeugt Sie mit folgendenVorzugen:grossräumiges Wohnzimmer mit ParkettbodenKüche mit Glaskeramikkochfeld Geschirrspühlerund Granitabdeckungmoderne Nasszelle mit eigener Waschmaschineund TumblerBalkon mit Blick auf den Gurtenzwei separate Keller- und ein Estrichabteilgeräumiges ReduitDie Lage der Wohnung ist sehr zentral ruhig undoptimal erschlossen im attraktivenKirchenfeldquartier. Öffentliche Verkehrsmittel(Tram) befinden sich in unmittelbarer Nähe. DerKindergarten und die Schule sind in wenigenGehminuten erreichbar - Einkaufsgelegenheitensind in Gehdistatnz. Die NaherholungsgebieteDählhölzli und die Aare liegen direkt vor der Tür.kein Lift,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7107664,True,False,False,False,False,False,False,True,True
3.5,87.0,2650,2334,3066,Ferenbergstrasse 21,Stettlen,0,Helle grosszügige Wohnung im EG mit Garten.Interner Zugang zum Heim und verschiedenen Dienstleistungen wie Mahlzeitendienst Essen im Speisesaal Teilnahme an Aktivierungen Fitnessraum vierrädriger Caddy,https://www.immoscout24.ch/de/d/wohnung-mieten-stettlen/6858167,False,False,False,False,False,False,False,False,False
3.0,65.0,1835,1660,3084,Gossetstrasse 17,Wabern,2017,Wir vermieten ab sofort oder nach Vereinbarung eine helle und moderne 3-Zimmer-Wohnungan zentraler und ruhiger Lage in Wabern.Auf Folgendes dürfen Sie sich freuen:moderner stilvoller Grundriss mit offener Kücheschöner Balkon mit toller Aussicht Richtung Aare-GrüngürtelBadezimmer mit Dusche Regenbrausedurchgehend Parkettboden in EicheBodenheizungVerwendung modernster MaterialienDas Mehrfamilienhaus wurde vor vier Jahren umfassend renoviert und enthält sieben neu sanierte Wohnungen.  Der öffentliche Verkehr die Schulen und die Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.Das Naherholungsgebiet Aare/Eichholz befindet sich in unmittelbarer Nähe.Eine Garage für CHF 150.-- und ein Aussenabstellplatz für CHF 40.-- pro Monat können dazu gemietet werden.Weitere Informationen und die Einzelheiten zur Wohnung finden Sie in den angehängten Dokumenten.Gerne stehen wir Ihnen für Fragen zur Verfügung. Wir freuen uns von Ihnen zu hören!,https://www.immoscout24.ch/de/d/wohnung-mieten-wabern/7107386,True,False,False,False,True,False,False,False,True
2.5,62.5,1180,980,4538,Weihergasse 29,Oberbipp,2018,Per 1. Juli 2022 oder nach Vereinbarung vermieten wir diese stilvolle und moderne 2.5-Zimmer-Erdgeschosswohnung.Die Wohnung überzeugt mit folgender Ausstattung:Eingangsbereich mit praktischem EinbauschrankHochwertige offene Küche – Alles da was Kochherzen höher schlagen lässt: Pflegeleichte hochwertige Granitabdeckung Geschirrspülmaschine Backofen grosser Kühlschrank Glaskeramikherd und Dampfabzug und viel Platz für Küchenutensilien.Wohn- und Esszimmer ca. 19 m2 mit vielen Möglichkeiten zur individuellen GestaltungBadezimmer mit Waschturm (Waschmaschine und Trockner) schwellenloser grosszügiger Dusche Lavabo Spiegelschrank und ToiletteSitzplatz ca. 25 m2Hochwertiger Parkettboden im Wohn- und SchlafbereichPlattenboden in der Küche und im BadezimmerWärmeverteilung mittels BodenheizungLift vorhandenFahrradraum zur MitbenutzungHaustiere grundsätzlich erlaubt (auf Anfrage)Lage und Umgebung:Wohnlage in ruhigem EinfamilienhausquartierIdeale Verkehrslage sowohl für den Öffentlichen- wie auch für den IndividualverkehrBahnhof von Oberbipp in wenigen Gehminuten erreichbarDer tägliche Einkauf kann im Dorf getätigt werdenDer Kindergarten und die Primarschule kann im Dorf besucht werden. Die Oberstufen befinden sich in der Nachbargemeinde Wiedlisbach.Das Naherholungsgebiet lädt zu zahlreichen Sport- und Freizeitaktivitäten einEin Einstellhallenplatz kann für 120.00 pro Monat dazu gemietet werden.Haben wir Ihr Interesse geweckt? Dann melden Sie sich bei uns mittels Kontaktformular damit wir Sie für einen Besichtigungstermin kontaktieren können.Wir freuen uns auf Ihre Kontaktaufnahme.Ihre Ambassador Immobilien und Verwaltungs AG,https://www.immoscout24.ch/de/d/wohnung-mieten-oberbipp/6901902,True,True,True,False,True,True,False,True,True
2.0,45.0,1170,1050,3700,19A,Spiez,0,Oberhalb der Spiezerbucht vermieten wir an sehr ruhiger zentraler Wohnlage mit Sicht auf See und Berge heimelige 2- Zimmer- Dachwohnung mit grossem Eckbalkon seeseitigideal für eine Person oder Ferienwohnung.Fünf Gehminuten vom Bahnhof Einkauf und Schiffstation.Auto Unterstellplatz  Fr. 90.00 per Monat,https://www.immoscout24.ch/de/d/dachwohnung-mieten-spiez/7107382,True,False,False,False,False,False,False,False,False
2.5,62.5,1280,1100,2504,Mettstrasse 126,Biel/Bienne,0,La parfait apartement pour vous!A loué un jolie appartement de 2.5 pieces a la Mettstrasse 126:Nouvelle constructionDeux chambres bien isoléGrande cuisine ouvert avec un lave vaisselle grand frigo un exellent four pour de bon rotis et gateau et vitro ceramicContactez-nous pour une visite!Wir haben die perfekte Wohnung für Sie!Per April 2022 vermieten wir an der Mettstrasse 126 eine tolle frisch renovierte 2.5 Zimmerwohnung.Großzügiger GrundrissSchöner LaminatbodenTop moderne Küche mit viel SchrankplatzGrosses Wohnzimmerattraktiver MietzinsGerne zeigen wir Ihnen die Wohnung. Melden Sie sich bei uns für einen Besichtigungstermin unter 043 960 79 28 oder per WhatsApp 079 515 34 99.Viel Glück!,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/6976530,False,False,False,False,False,False,False,False,False
2.5,62.5,1390,1290,3008,Freiburgstrasse 68,Bern,0,Ich suche auf den 01. Juni 2022 eineN NachmieterIn für meine 2.5 Zi Wohnung in der Freiburgstrasse 68 5 min Fussweg zur Insel oder zum Loryplatz.Alternativ wäre auch eine Untermiete bis Ende Oktober möglich mit Option zur Übernahme bei Interesse.Mietzins:1290.- Netto + 100.- NK = 1390.-Die Wohnung befindet sich im 3.OG mit Südausrichtung mit Fenster nach Osten Süden und Westen: Bei schönem Wetter hat man Sonne von kurz nach Sonnenaufgang bis kurz vor Sonnenuntergang weite Aussicht nach Bern West.Eigenschaften:BalkonKüche gross genug für einen kleinen Tisch. Glaskeramik-Herd.Einbauschrank im Gang- Bad mit Badewanne- Platten/Stein in Küche Gang und Bad. Parkett in Wohn- und Schlafzimmer.Kellerabteil.Ein doppelter Ikea PAX-Kleiderschrank mit Glastüren kann gratis übernommen werden.Für Besichtigungstermine bitte Kontakt aufnehmen.,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6963683,True,False,False,False,False,False,False,False,False
6.0,190.0,2260,1900,4953,Bernstrasse 74,Schwarzenbach (Huttwil),0,Grosszügige Wohnung im 1. und 2. Obergeschoss eines 3-Familienhauses mit grosser Dachterrasse 110m2 und 2 Lauben verglast. Strassenseitig mit Lärmschutzfenster.  Die Wohnung bietet Wohnraum wie in einm Einfamilienhaus1 OG :Wohn-und Esszimmer mit Parkettböden und mit einem Sitzofen elektirsch beheizbarKüche mit allem Komfort wie Induktionskochfeld Backofen mit Steamergrosser Kühlschrank Geschirrspüler1Zimmer mit Wandputz Vinylboden und TäferdeckeBadezimmer mit Waschtisch DuscheWC Waschmaschine BoilerDachgeschoss:Drei Schlafzimmer mit Wandputz Vinylböden und Täferdecken (Eines davon mit Ankleide)Badezimmer mit Waschtisch Badewanne und TumblerGlasfaseranschlussAutoabstellplatz ist im Preis inbegriffenHaustiere nicht erlaubtDie Wohnung wird noch teilsaniert,https://www.immoscout24.ch/de/d/duplex--maisonette-wohnung-mieten-schwarzenbach-huttwil/7107243,True,True,False,True,False,False,False,True,True
3.0,67.0,1360,1200,3123,Gurtenweg  1,Belp,1955,Besichtigung DO 19. Mai 2022 13.00 Uhr - Bitte kommen Sie ohne Voranmeldung vorbei.Die 3-Zimmerwohnung mit gutem Grundriss verfügt über einen schönen Balkon. Die Küche mit Geschirrspüler und das Badezimmer sind hell gehalten. Es wurden neue gut isolierende Fenster eingebaut die Heizung saniert das Warmwasser wird mit Solarenergie gewonnen. Alle Zimmer verfügen über Parkett. Zur Wohnung gehören ebenfalls ein Estrich und ein Keller. Ein Autoabstellplatz CHF 50.00 kann dazu gemietet werden. Das schöne Wohnhaus liegt an ruhiger und doch zentraler Lage in Belp verfügt über 4 Wohnungen.,https://www.immoscout24.ch/de/d/wohnung-mieten-belp/7106370,True,False,False,True,False,False,False,False,False
